Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895.0
Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,40,5,2,3,26496.0
Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583.0
Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438.3
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072.0
Existing Customer,47,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,2707.0
Existing Customer,43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608.0
Existing Customer,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0
Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609.0
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431.0
Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140.0
Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914.0
Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694.0
Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0
Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286.0
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589.0
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673.0
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437.0
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751.0
Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557.0
Existing Customer,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831.0
Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495.0
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791.0
Existing Customer,38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703.0
Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889.0
Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140.0
Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106.0
Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694.0
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629.0
Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507.0
Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195.0
Existing Customer,44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096.0
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0
Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837.0
Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0
Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535.0
Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970.0
Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,34516.0
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694.0
Existing Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476.0
Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699.0
Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953.0
Existing Customer,56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264.0
Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698.0
Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516.0
Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712.0
Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486.0
Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107.0
Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096.0
Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721.0
Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0
Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0
Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714.0
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0
Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987.0
Existing Customer,45,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406.0
Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516.0
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104.0
Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0
Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0
Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317.0
Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759.0
Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,6038.0
Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095.0
Existing Customer,47,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3
Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201.0
Existing Customer,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,36,6,1,3,2761.0
Existing Customer,37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987.0
Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0
Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622.0
Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733.0
Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265.0
Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,19,4,3,4,2907.0
Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0
Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302.0
Existing Customer,51,F,2,Unknown,Unknown,$40K - $60K,Blue,44,4,6,4,5489.0
Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055.0
Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147.0
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,45,3,3,3,1757.0
Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900.0
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670.0
Existing Customer,51,M,2,Unknown,Divorced,$80K - $120K,Blue,38,4,2,3,21382.0
Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254.0
Existing Customer,40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433.0
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3
Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520.0
Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655.0
Existing Customer,48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3
Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786.0
Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961.0
Existing Customer,43,M,3,Unknown,Unknown,$60K - $80K,Blue,32,4,1,3,2476.0
Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0
Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,36,6,1,3,8459.0
Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,29,6,1,2,9554.0
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388.0
Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0
Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173.0
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545.0
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757.0
Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022.0
Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804.0
Existing Customer,53,M,2,Uneducated,Divorced,$120K +,Blue,42,4,2,2,22664.0
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527.0
Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547.0
Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3
Existing Customer,51,F,1,College,Married,Unknown,Blue,38,3,2,4,6182.0
Attrited Customer,40,M,3,High School,Unknown,$80K - $120K,Blue,34,1,3,4,29715.0
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154.0
Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,4,2179.0
Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0
Existing Customer,38,F,1,Unknown,Married,$40K - $60K,Blue,26,5,3,1,2346.0
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753.0
Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.0
Existing Customer,64,M,0,College,Single,Less than $40K,Silver,56,5,4,4,12155.0
Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721.0
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160.0
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0
Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422.0
Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438.3
Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438.3
Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671.0
Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491.0
Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422.0
Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,5139.0
Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783.0
Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,2589.0
Existing Customer,38,M,1,Graduate,Unknown,$80K - $120K,Blue,25,4,2,4,8138.0
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,37,6,1,1,4502.0
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,33521.0
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361.0
Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,7026.0
Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388.0
Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905.0
Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404.0
Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477.0
Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556.0
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649.0
Existing Customer,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,14345.0
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524.0
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281.0
Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693.0
Existing Customer,44,F,3,High School,Single,Unknown,Blue,31,5,6,4,10262.0
Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320.0
Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482.0
Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,3035.0
Existing Customer,51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,26308.0
Existing Customer,53,F,4,Unknown,Single,Less than $40K,Blue,34,6,2,2,6721.0
Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205.0
Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624.0
Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479.0
Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489.0
Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842.0
Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,4,2,3,8777.0
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,3,6,1,3250.0
Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060.0
Existing Customer,40,M,4,High School,Unknown,$80K - $120K,Blue,36,6,1,0,2126.0
Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,35,3,2,1,4907.0
Existing Customer,51,F,1,Uneducated,Married,Unknown,Blue,44,6,2,1,3553.0
Existing Customer,41,F,4,High School,Single,Unknown,Blue,28,4,2,2,2515.0
Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428.0
Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,25,6,3,3,1616.0
Existing Customer,64,F,1,Graduate,Single,Less than $40K,Blue,56,4,1,1,6723.0
Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756.0
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897.0
Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456.0
Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569.0
Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198.0
Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516.0
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817.0
Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126.0
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573.0
Existing Customer,45,F,3,Unknown,Married,$40K - $60K,Blue,31,5,5,3,2016.0
Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006.0
Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,36,5,1,2,5869.0
Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586.0
Existing Customer,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438.3
Existing Customer,46,M,5,Unknown,Married,$60K - $80K,Blue,35,3,3,3,1790.0
Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,36,5,2,3,5862.0
Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,36,3,5,1,7411.0
Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0
Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,41,5,2,3,15594.0
Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410.0
Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0
Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298.0
Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114.0
Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540.0
Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762.0
Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245.0
Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168.0
Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0
Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881.0
Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485.0
Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856.0
Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111.0
Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,30,3,2,1,2905.0
Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,6,3,2,32244.0
Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624.0
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656.0
Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0
Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699.0
Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608.0
Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062.0
Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547.0
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060.0
Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438.3
Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538.0
Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3
Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0
Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0
Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120.0
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231.0
Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3
Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0
Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764.0
Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670.0
Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001.0
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512.0
Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869.0
Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,4,2,3,5791.0
Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0
Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,6,1,1,2191.0
Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,1,2865.0
Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467.0
Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468.0
Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3
Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,46,5,1,4,5402.0
Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855.0
Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0
Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3
Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0
Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,1,2,2636.0
Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0
Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0
Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378.0
Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313.0
Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,39,4,3,0,2434.0
Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3
Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544.0
Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621.0
Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,33,5,3,2,2337.0
Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720.0
Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,3,1,3,1965.0
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,4,2,4,33122.0
Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3
Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709.0
Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404.0
Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0
Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0
Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0
Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,35,4,5,3,34516.0
Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,1,2,2572.0
Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,5,1,4,3110.0
Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734.0
Existing Customer,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562.0
Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198.0
Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,3,3,4540.0
Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,26,3,5,2,1438.3
Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990.0
Existing Customer,59,M,0,High School,Single,$120K +,Blue,36,4,3,3,3422.0
Existing Customer,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,36,6,3,1,2192.0
Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,33,4,2,2,5152.0
Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515.0
Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094.0
Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,36,5,3,3,1906.0
Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096.0
Existing Customer,39,M,1,High School,Unknown,$40K - $60K,Blue,28,5,2,4,2222.0
Existing Customer,42,F,3,Unknown,Unknown,$40K - $60K,Blue,36,3,2,2,3015.0
Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,36,6,3,2,3786.0
Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12078.0
Existing Customer,48,F,3,College,Single,Unknown,Blue,38,3,3,3,6448.0
Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398.0
Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,5,4,1438.3
Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3
Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,2,2620.0
Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,35,3,3,3,13435.0
Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186.0
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950.0
Existing Customer,63,M,0,Doctorate,Single,Less than $40K,Blue,54,5,2,0,7098.0
Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,2250.0
Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,36,6,1,4,34516.0
Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.0
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086.0
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,49,4,2,4,1520.0
Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043.0
Existing Customer,65,M,1,High School,Single,Less than $40K,Blue,54,3,1,3,4599.0
Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,26,3,2,2,1438.3
Existing Customer,55,F,3,Graduate,Unknown,Unknown,Blue,36,4,3,3,7869.0
Existing Customer,60,F,1,Unknown,Unknown,$40K - $60K,Blue,48,3,3,4,5362.0
Existing Customer,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,4,2,1,16541.0
Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,38,3,2,1,7486.0
Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,36,6,3,1,1438.3
Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,32,3,3,1,8365.0
Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846.0
